ID,GENUS,SPECIES,SUB,GROUP,MUSEUM,IDORI,SEX,LOCALITY2
BE5217,Alouatta,senicula,senicula,,MPEG,A. senicula,F,"Óbidos, Pa"
S19086,Alouatta,senicula,senicula,,MZUSP,A. senicula,M,"Óbidos, Pa"
SP3637,Alouatta,senicula,senicula,,MZUSP,A. senicula,M,"Óbidos, Pa"
SP3639,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Óbidos, Pa"
SP3640,Alouatta,senicula,senicula,,MZUSP,A. senicula,M,"Óbidos, Pa"
B22064,Alouatta,senicula,senicula,,MPEG,A. senicula,F,"Oriximiná, C"
B22068,Alouatta,senicula,senicula,,MPEG,A. senicula,F,"Oriximiná, C"
B23255,Alouatta,senicula,senicula,,MPEG,A. senicula,M,"Oriximiná, C"
SP9953,Alouatta,senicula,senicula,,MZUSP,A. senicula,M,"Paissandu, I"
SP9957,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Paissandu, I"
SP9958,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Paissandu, I"
S19155,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Posto DNERu,"
S19157,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Posto DNERu,"
R31353,Alouatta,senicula,senicula,,MNRJ,A. senicula,M,Próximo a Xa
B20349,Alouatta,senicula,senicula,,MPEG,A. senicula,F,"Rio Amapari,"
MP1128,Alouatta,senicula,senicula,,MPEG,A. senicula,F,"Rio Jary, Ap"
MP1130,Alouatta,senicula,senicula,,MPEG,A. senicula,F,"Rio Jary, Ap"
MP1211,Alouatta,senicula,senicula,,MPEG,A. senicula,M,"Rio Jary, ES"
SP0772,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Rio Juruá, A"
SP9672,Alouatta,senicula,senicula,,MZUSP,A. senicula,M,"Rio Mucajaí,"
S19161,Alouatta,senicula,senicula,,MZUSP,A. senicula,M,Rio Tracajat
MP1018,Alouatta,senicula,senicula,,MPEG,A. senicula,F,Rio Villa No
MP1022,Alouatta,senicula,senicula,,MPEG,A. senicula,M,Rio Villa No
MP1026,Alouatta,senicula,senicula,,MPEG,A. senicula,M,Rio Villa No
MP1228,Alouatta,senicula,senicula,,MPEG,A. senicula,M,Rio Villa No
MP1233,Alouatta,senicula,senicula,,MPEG,A. senicula,M,Rio Villa No
S19080,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Santa Cruz,"
SP5102,Alouatta,senicula,senicula,,MZUSP,A. senicula,M,"Santa Cruz,"
SP5107,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Santa Cruz,"
SP5108,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Santa Cruz,"
SP7111,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Santa Cruz,"
R23147,Alouatta,senicula,senicula,,MNRJ,A. senicula,M,Sena Madurei
BE0834,Alouatta,senicula,senicula,,MPEG,A. senicula,M,Seringal Ori
S19077,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Silves, Am"
SP5097,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,"Silves, Am"
B22162,Alouatta,senicula,senicula,,MPEG,A. senicula,M,"UHE Balbina,"
R21130,Alouatta,senicula,senicula,,MNRJ,A. senicula,M,Vila do Caci
S19159,Alouatta,senicula,senicula,,MZUSP,A. senicula,F,Vila Terezin
292173,Alouatta,villosa,pigra,,USNM,A. v. pigra,F,10 km SW de
292177,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,10 km SW de
292178,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,10 km SW de
292180,Alouatta,villosa,pigra,,USNM,A. v. pigra,F,10 km SW de
292183,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,10 km SW de
292186,Alouatta,villosa,pigra,,USNM,A. v. pigra,F,10 km SW de
292191,Alouatta,villosa,pigra,,USNM,A. v. pigra,F,10 km SW de
W76720,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,"El Salta, Ch"
249827,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,Laguna El So
W78122,Alouatta,villosa,pigra,,USNM,A. v. pigra,F,"Minatitlan,"
244870,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,"Peten, Liber"
244876,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,"Peten, Liber"
244871,Alouatta,villosa,pigra,,USNM,A. v. pigra,M,"Sacchich, Pe"
SP2486,Alouatta,belzebul,belzebul,,MZUSP,A. belzebul,F,"Boa Vista, M"
SP2747,Alouatta,belzebul,belzebul,,MZUSP,A. belzebul,M,"Miritiba, Ma"
SP2748,Alouatta,belzebul,belzebul,,MZUSP,A. belzebul,M,"Miritiba, Ma"
SP2751,Alouatta,belzebul,belzebul,,MZUSP,A. belzebul,F,"Miritiba, Ma"
SP2753,Alouatta,belzebul,belzebul,,MZUSP,A. belzebul,F,"Miritiba, Ma"
SP2754,Alouatta,belzebul,belzebul,,MZUSP,A. belzebul,F,"Miritiba, Ma"
518551,Ateles,chamek,chamek,belzebulth,USNM,A. p. chamek,M,Cachoeira Ro
SP5280,Ateles,chamek,chamek,belzebulth,MZUSP,A. p. chamek,M,"Eirunepé, Am"
BE1210,Ateles,chamek,chamek,belzebulth,MPEG,A. p. chamek,M,Estirão do E
B13245,Ateles,chamek,chamek,belzebulth,MPEG,A.p.paniscus,F,"Humboldt, Ar"
RJ0509,Ateles,chamek,chamek,belzebulth,MNRJ,sp.,F,Próximo ao R
194337,Ateles,chamek,chamek,belzebulth,USNM,A. p. chamek,F,Rio Comberci
194338,Ateles,chamek,chamek,belzebulth,USNM,A. p. chamek,M,Rio Comberci
RJ0505,Ateles,chamek,chamek,belzebulth,MNRJ,sp.,F,"Rio Jaurú, a"
SP0693,Ateles,chamek,chamek,belzebulth,MZUSP,A. p. chamek,F,"Rio Juruá, A"
SP0697,Ateles,chamek,chamek,belzebulth,MZUSP,A. p. chamek,M,"Rio Juruá, A"
S18954,Ateles,chamek,chamek,belzebulth,MZUSP,A. p. chamek,F,Santa Cruz d
SP5274,Ateles,chamek,chamek,belzebulth,MZUSP,A. p. chamek,F,"Santa Cruz,"
SP5283,Ateles,chamek,chamek,belzebulth,MZUSP,A. p. chamek,F,"Santa Cruz,"
SP5602,Ateles,chamek,chamek,belzebulth,MZUSP,A. p. chamek,F,"Santa Cruz,"
B21796,Ateles,chamek,chamek,belzebulth,MPEG,A. p. chamek,M,"UHE Samuel,"
B21797,Ateles,chamek,chamek,belzebulth,MPEG,A. p. chamek,M,"UHE Samuel,"
B21798,Ateles,chamek,chamek,belzebulth,MPEG,A. p. chamek,M,"UHE Samuel,"
B21799,Ateles,chamek,chamek,belzebulth,MPEG,A. p. chamek,F,"UHE Samuel,"
B21800,Ateles,chamek,chamek,belzebulth,MPEG,A. p. chamek,M,"UHE Samuel,"
S19543,Ateles,chamek,chamek,belzebuth,MZUSP,A. marginatu,F,"Urucurituba,"
292204,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,10 km S de P
292205,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,10 km S de P
292206,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,10 km S de P
292211,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,10 km S de P
292215,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,10 km S de P
292217,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,10 km S de P
315843,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,20 km SSW de
315840,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,7 km SSW de
108275,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Apazote, nea"
171074,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Cerro Azul,"
171075,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Cerro Azul,"
292224,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Chiapas, 60"
292231,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Chiapas, 60"
292232,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Chiapas, 60"
292233,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Chiapas, 60"
292235,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292236,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292237,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292238,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292239,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292241,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292242,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292243,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292244,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chiapas, 60"
292247,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Chiapas, 60"
292249,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Chiapas, 60"
337702,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Chontales, V"
337707,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Chontales, V"
W84139,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Costa Rica
B21835,Ateles,geoffroyi,geoffroyi,geoffroyi,MPEG,A. geoffroyi,F,Estado de Ch
337864,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Hacienda Ama
W13858,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Hacienda Cac
284947,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Near Palenqu
284948,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Near Palenqu
284949,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Near Palenqu
284951,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Near Palenqu
W65964,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Oaxaca, Tuxt"
W65965,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Oaxaca, Tuxt"
291055,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Peninsula Bu
291056,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Peninsula Bu
291057,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Peninsula Bu
291060,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Peninsula Bu
291064,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Peninsula Bu
244863,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Peten, Liber"
244865,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Peten, Liber"
244866,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Peten, Liber"
244869,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Peten, Liber"
108526,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Puerto Marel
108527,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Puerto Marel
108528,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Puerto Marel
108529,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Puerto Marel
108530,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Puerto Marel
336198,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Punta Blanca
336199,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Punta Blanca
336200,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Punta Blanca
336202,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Punta Blanca
336204,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Punta Robalo
336205,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Punta Robalo
291061,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Rio Corutu,"
291062,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Rio Corutu,"
276631,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,San Juan Eva
276657,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,San Juan Eva
W74661,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Santa Efigên
W74662,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W74663,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W74664,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W74666,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W74668,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W74669,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W74672,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,Santa Efigên
W74673,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W74886,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,Santa Efigên
W14116,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Talamanca, C"
W14128,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Talamanca, C"
W14138,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Talamanca, C"
W14152,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Talamanca, C"
W14154,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Talamanca, C"
W14161,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Talamanca, C"
100517,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Teapa, Tabas"
337698,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Yalu, Chonta"
337694,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Yalu, Chonta"
337695,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Yalu, Chonta"
337692,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,F,"Zelaya, El R"
337693,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. geoffroyi,M,"Zelaya, El R"
253744,Ateles,geoffroyi,geoffroyi,geoffroyi,USNM,A. g. geoffr,F,ZOO (nicarag
292202,Ateles,geoffroyi,robustus,geoffroyi,USNM,A. geoffroyi,M,"Darien, near"
R23722,Ateles,marginatus,marginatus,belzebuth,MNRJ,A. marginatu,M,"Alto Cururú,"
R33607,Ateles,marginatus,marginatus,belzebuth,MNRJ,A. marginatu,M,"Alto Cururú,"
SP8064,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Cachimbo, Pa"
SP8070,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Cachimbo, Pa"
SP5285,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,Caxiricatuba
SP5281,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,Caxiricatuba
SP5282,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,Caxiricatuba
SP5605,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,Caxiricatuba
SP5284,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,Caxiricatuba
S19328,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Colonias, Ri"
R33606,Ateles,marginatus,marginatus,belzebuth,MNRJ,A. marginatu,M,"Cururú-Assu,"
BE8471,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,Est. Santar
S19329,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Fordlândia,"
S10158,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Fordlândia,"
S19319,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Fordlândia,"
S19313,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Fordlândia,"
S19314,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Fordlândia,"
S19315,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Fordlândia,"
S19316,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Fordlândia,"
S19317,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Fordlândia,"
S19318,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Fordlândia,"
S19320,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Fordlândia,"
S19322,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Fordlândia,"
S19327,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Fordlândia,"
S19330,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Fordlândia,"
SP7101,Ateles,marginatus,marginatus,belzebuth,MZUSP,sp.,F,Foz do Curu
SP7102,Ateles,marginatus,marginatus,belzebuth,MZUSP,sp.,F,Foz do Curu
S19335,Ateles,marginatus,marginatus,belzebuth,MZUSP,sp.,F,Foz do Curu
SP5288,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,Foz do Curu
SP5600,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,Foz do Curu
BE5028,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,Missão Curur
SP5279,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Piquiatuba,"
SP5286,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Piquiatuba,"
SP5607,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Piquiatuba,"
R23723,Ateles,marginatus,marginatus,belzebulth,MNRJ,A. belzebul,F,"Rio Arraia,"
R23725,Ateles,marginatus,marginatus,belzebuth,MNRJ,A. marginatu,M,"Rio Arraia,"
S10159,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,F,"Tapaiúna, Ri"
MP1534,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Tapajós, Pa"
BE5031,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5032,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5033,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5034,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
BE5035,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5036,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
BE5037,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
BE5038,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5039,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5040,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5041,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5042,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
BE5046,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5049,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5050,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5051,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5143,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5144,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
BE5145,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
BE5146,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5147,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
BE5148,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5149,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5150,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5686,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,F,"Taperinha, P"
BE5687,Ateles,marginatus,marginatus,belzebuth,MPEG,A. marginatu,M,"Taperinha, P"
SP3565,Ateles,marginatus,marginatus,belzebuth,MZUSP,A. marginatu,M,"Taperinha, P"
BE5029,Ateles,marginatus,marginatus,belzebuth,MPEG,A.p.paniscus,F,"Taperinha, P"
BE5043,Ateles,marginatus,marginatus,belzebuth,MPEG,A.p.paniscus,F,"Taperinha, P"
BE5044,Ateles,marginatus,marginatus,belzebuth,MPEG,A.p.paniscus,F,"Taperinha, P"
BE5045,Ateles,marginatus,marginatus,belzebuth,MPEG,A.p.paniscus,F,"Taperinha, P"
BE5048,Ateles,marginatus,marginatus,belzebuth,MPEG,A.p.paniscus,F,"Taperinha, P"
R32701,Ateles,marginatus,marginatus,belzebuth,MNRJ,A. marginatu,M,"Teles Pires,"
BE6976,Ateles,paniscus,chamek,,MPEG,A.p.paniscus,F,Est. Manaus-
MP1236,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Alto do Rio
MP1237,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Alto do Rio
MP1269,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
MP1272,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
MP1274,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
MP1275,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
MP1277,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
MP1278,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
MP1279,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
MP1280,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Araguary, Ma"
SP5277,Ateles,paniscus,paniscus,paniscus,MZUSP,A. paniscus,M,"Bravo, Rio A"
SP5278,Ateles,paniscus,paniscus,paniscus,MZUSP,A. paniscus,F,"Bravo, Rio A"
B13241,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Po
MP1156,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,Cachoeira Tr
MP1157,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,Cachoeira Tr
MP1158,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,Cachoeira Tr
MP1159,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Tr
MP1160,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Tr
MP1162,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Tr
MP1165,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Tr
MP1166,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Tr
MP1242,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Tr
MP1243,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Cachoeira Tr
BE6986,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Est. AM 1, k"
BE6991,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,"Est. AM 1, k"
BE6987,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Est. AM 1, k"
BE6980,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Est. AM 1, k"
BE7227,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Est. Manaus-
BE6988,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Estr. Am 1 k
BE6992,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Estr. Am 1 k
BE6996,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Estr. Am 1 k
BE6995,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,"Estr. Am 1,"
BE7252,Ateles,paniscus,paniscus,paniscus,MPEG,A. paniscus,F,Estr. Manaus
BE1570,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,"Ig. Novo, af"
SP5276,Ateles,paniscus,paniscus,paniscus,MZUSP,sp.,F,Igarapé Anib
MP1270,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,"Matapy, Maca"
MP1273,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Matapy, Maca"
SP3641,Ateles,paniscus,paniscus,paniscus,MZUSP,A. paniscus,F,"Óbidos, (Nor"
B22052,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Oriximiná, C"
SP7103,Ateles,paniscus,paniscus,paniscus,MZUSP,sp.,M,"Rio Atabani,"
MP2160,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,M,"Rio Cumirá,"
MP1229,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,"Rio Jary, ES"
MP0996,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Rio Villa No
MP0997,Ateles,paniscus,paniscus,paniscus,MPEG,A.p.paniscus,F,Rio Villa No
